user_id,is_gone
4,0.0
6,0.0
10,0.0
12,0.12749724059498363
13,0.5751964349895761
15,0.1717434416967025
19,0.0
21,0.5581175519466767
23,0.0
35,0.21265353372224216
40,0.0
45,0.2657043754863416
55,0.3204724506871782
58,0.40973891783939054
62,0.16827427429657313
72,0.0
74,0.2195657896275506
81,0.08193306265044872
84,0.0
92,0.0
93,0.0
98,0.0
102,0.7796367359545048
105,0.08129908294254665
107,0.0
112,0.10927453776373892
113,0.3328535752980445
119,0.48201078093585437
124,0.3983183835358063
140,0.5679817617215547
141,0.12112348717672325
143,0.0
150,0.13468615627158437
159,0.0
162,0.12964856228662194
164,0.08652289475366924
165,0.0
167,0.10900523287733946
174,0.0
177,0.31136857839710746
180,0.0
185,0.0
186,0.6390396611829481
195,0.41753441063662156
198,0.4891069794799042
200,0.4555373379886555
204,0.4036424268396209
205,0.0
207,0.47485053739833527
208,0.8333972655291294
212,0.11043777457294672
213,0.0
217,0.0
218,0.0
234,0.0
235,0.1835800392231978
236,0.0
237,0.0
242,0.049990183001522186
248,0.5416556594602832
253,0.40049514746700643
260,0.15586080717896184
261,0.22435953145037651
269,0.0
271,0.15847374581900628
273,0.0
276,0.0
283,0.0
289,0.0
298,0.14235371124282956
303,0.32664109570144223
306,0.0
308,0.0
317,0.0
318,0.0
319,0.0
320,0.0
324,0.11043777457294672
328,0.06663671658746302
331,0.06663671658746302
335,0.0992190404578284
341,0.3408682092218603
346,0.0
348,0.0
349,0.0
351,0.0
355,0.053203298925029695
363,0.2479881753790619
366,0.0
367,0.061686670402745045
373,0.11366754049584804
375,0.0
382,0.0
388,0.0
389,0.0
391,0.4633822510070704
400,0.0
406,0.0
409,0.5693858366565105
411,0.1496626034837279
414,0.0
417,0.02952915691259319
419,0.0
421,0.0
423,0.0
424,0.10543178145007803
425,0.0
430,0.41706136562363455
448,0.06274767143706718
460,0.12964856228662194
462,0.0
465,0.11783067583730729
467,0.4551119385760628
474,0.34697201203418937
476,0.0
483,0.0
485,0.0
486,0.33995417990089705
487,0.0
498,0.5678168968343342
503,0.0
504,0.0
511,0.0
516,0.0
522,0.0
530,0.47309790607607755
534,0.0
543,0.0
554,0.0
557,0.06663671658746302
561,0.3240776578186616
565,0.3333248870471321
567,0.15592648166226897
570,0.10400920695655927
574,0.12964856228662194
575,0.003534607610460696
578,0.2720255644014466
579,0.0
583,0.0
586,0.42785478791032877
593,0.12964856228662194
